Map Name,W(1/100),H(1/100),Cap/Gen,Capacity,SP,Avg.LV,Avg.HP,Avg.Exp,Avg.Exp/Gen,Monsters,Limit Portal,Teleport Limit
Twilight Perion : Closed Area,34,16,35,40,35,198,51634240,122816,4298560,{'[*] Ancient Mixed Golem': '35'},0,0
Twilight Perion : Warrior Grounds,44,17,26,40,26,198,13955200,64640,1680640,{'Ancient Mixed Golem': '26'},0,0
Beyond the Clouds : Guardian Walkway 2,32,9,25,25,37,198,14184800,63145,1578625,"{'Cloud Guardian': '18', 'Sky Guardian': '1(300)', 'Wind Guardian': '18'}",0,0
Beyond the Clouds : Guardian Walkway,28,8,19,19,29,198,13955200,62262,1182978,"{'Cloud Guardian': '28', 'Sky Guardian': '1(300)'}",0,0
Twilight Perion : Excavation Intermission Area,19,17,32,34,32,197,49958880,119035,3809120,{'[*] Ancient Dark Golem': '32'},0,0
Fox Point Village : Fox Tree Midway 3,18,23,35,35,56,197,13502400,60344,2112040,{'Stormy Stjartmes': '56'},0,0
Twilight Perion : Rough Canyon,28,12,21,27,21,197,13696457,63502,1333542,"{'Ancient Dark Golem': '12', 'Ancient Mixed Golem': '9'}",0,0
Fox Point Village : Fox Tree Midway 2,18,24,38,38,59,196,13275416,59466,2259708,"{'Snowy Stjartmes': '30', 'Stormy Stjartmes': '29'}",0,0
Fox Point Village : Fox Tree Midway 1,18,22,34,34,45,196,13056000,58618,1993012,{'Snowy Stjartmes': '45'},0,0
Twilight Perion : Forsaken Excavation Site 4,19,18,30,36,30,196,12979200,60857,1825710,{'Sinister Steel Mask': '30'},0,0
Twilight Perion : Rough Wilderness,28,10,21,23,21,196,13374857,62137,1304877,"{'Ancient Golem': '6', 'Ancient Dark Golem': '15'}",0,0
Twilight Perion : Spirit Zone Limbo,28,12,21,31,21,196,13056000,60857,1277997,{'Ancient Golem': '21'},0,0
Fox Valley : Fox Tree Lower Path 3,25,9,29,29,32,195,12632600,56902,1650158,{'Vicious Squirrel': '32'},0,0
Twilight Perion : Forsaken Excavation Site 3,29,10,27,27,31,195,12923296,60569,1635363,"{'Sinister Rocky Mask': '5', 'Sinister Steel Mask': '26'}",0,0
Twilight Perion : Forsaken Excavation Site 2,31,10,24,24,27,195,12632600,59075,1417800,{'Sinister Rocky Mask': '27'},0,0
Twilight Perion : Forsaken Excavation Site 1,20,14,28,28,28,194,12198600,57312,1604736,{'Sinister Wooden Mask': '28'},0,0
Fox Valley : Fox Tree Lower Path,28,10,29,29,36,194,12198600,55202,1600858,{'Nettled Squirrel': '36'},0,0
Twilight Perion : Gale Plateau,31,14,27,40,27,194,12048000,57312,1547424,{'Pillaging Fire Boar': '27'},0,0
Fox Valley : Fox Tree Lower Path 2,21,10,24,24,35,194,12397000,55979,1343496,"{'Nettled Squirrel': '19', 'Vicious Squirrel': '16'}",0,0
Crimsonwood Mountain : Upper Ascent,22,18,24,28,24,194,12198600,51853,1244472,{'Corrupted Stormcaster': '24'},0,1
Phantom Forest : Hidden Evil,30,3,14,14,15,194,12198600,51853,725942,{'Corrupted Stormcaster': '15'},0,1
Phantom Forest : Creeping Evil,30,3,14,14,15,194,12198600,51853,725942,{'Corrupted Stormcaster': '15'},0,1
Twilight Perion : Fevered Land,37,11,31,37,31,193,11878225,56240,1743440,"{'Iron Boar Raider': '19', 'Pillaging Fire Boar': '12'}",0,0
Fox Valley : Fox Tree Side Path,25,9,25,25,43,193,11771000,53520,1338000,{'Spiney Puff Bush': '43'},0,0
Twilight Perion : Dusty Wind Canyon,22,11,26,27,26,192,42403295,102287,2659462,{'[*] Pillaging Wild Boar': '26'},0,0
Twilight Perion : Tempest Grave,33,15,38,40,38,192,11349800,53835,2045730,{'Swollen Axe Stump': '38'},0,0
Fox Valley : Fox Tree Top Path 3,25,11,29,29,41,192,11349800,51853,1503737,{'Pom Puff Bush': '41'},0,0
Twilight Perion : Fiery Ravine,34,11,27,34,27,192,11460350,53835,1453545,{'Pillaging Wild Boar': '27'},0,0
Twilight Perion : Fiery Rocky Hills,38,10,25,32,25,192,11659166,54941,1373525,"{'Pillaging Wild Boar': '9', 'Iron Boar Raider': '16'}",0,0
Phantom Forest : Swamp Bog,30,7,16,21,16,192,11349800,51853,829648,{'Corrupted Shadowknight': '16'},0,1
Twilight Perion : Weathered Rocky Zone,28,16,39,40,40,191,11169215,53064,2069496,"{'Swollen Stump': '3', 'Swollen Dark Stump': '12', 'Swollen Axe Stump': '25'}",0,0
Fox Valley : Fox Tree Top Path 2,28,8,30,30,41,191,11135273,50967,1529010,"{'Flutterbuzz': '22', 'Pom Puff Bush': '19'}",0,0
Fox Valley : Fox Tree Top Path,25,9,29,29,34,191,10950000,50203,1455887,{'Flutterbuzz': '34'},0,0
Crimsonwood Mountain : The Path of Strength,22,20,20,31,26,191,11330438,51101,1022020,"{'Corrupted Windreaver': '11', 'Corrupted Stormcaster': '5(1200)'}",0,1
Phantom Forest : Crossroads,30,7,21,21,21,191,11283571,47080,988680,"{'Phantom Tree': '2', 'Corrupted Stormcaster': '15'}",0,1
Phantom Forest : The Evil Dead,30,3,14,14,16,191,11197787,46633,652862,"{'Phantom Tree': '2', 'Corrupted Stormcaster': '11'}",0,1
Phantom Forest : Evil Rising,30,3,14,14,15,191,11131066,46285,647990,"{'Phantom Tree': '2', 'Corrupted Stormcaster': '10'}",0,1
Twilight Perion : Desolate North Rocky Road,26,14,30,40,30,190,39002440,95796,2873880,{'[*] Swollen Stump': '30'},0,0
Crimsonwood Mountain : Lower Ascent,27,28,40,40,44,190,10541200,50419,2016760,{'Corrupted Flamekeeper': '44'},0,1
MesoGears : Fire Chamber,28,25,40,40,43,190,10541200,50419,2016760,{'Fire Tusk': '43'},0,0
MesoGears : Soul Corridor,25,25,37,39,44,190,10541200,50419,1865503,{'Killa Bee': '44'},0,0
MesoGears : Wolf Spider Cavern,31,20,37,37,64,190,10541200,50419,1865503,{'Wolf Spider': '64'},0,0
MesoGears : Ice Chamber,28,20,35,35,35,190,10541200,50419,1764665,{'Electrophant': '35'},0,0
MesoGears : Deity Room,25,19,28,28,37,190,10541200,50419,1411732,"{'Killa Bee': '25', 'Fire Tusk': '12'}",0,0
Twilight Perion : Lonely Rocky Road,36,9,26,33,26,190,10902830,51924,1350024,"{'Swollen Stump': '3', 'Swollen Dark Stump': '23'}",0,0
Twilight Perion : Deserted Southern Ridge,26,13,25,40,25,190,10541200,50419,1260475,{'Swollen Stump': '25'},0,0
Twilight Perion : Desolate Rocky Road,26,11,24,27,24,190,10762633,51340,1232160,"{'Swollen Stump': '11', 'Swollen Dark Stump': '13'}",0,0
Twilight Perion : Desolate Hills,24,10,17,26,23,190,10541200,50419,857123,{'Swollen Stump': '23'},0,0
Phantom Forest : Phantom Road,30,3,14,14,20,189,10154900,46601,652414,"{'Phantom Tree': '1', 'Corrupted Windreaver': '15'}",0,1
Crimsonwood Mountain : The Path of Peril,29,25,24,40,24,188,10065825,46700,1120800,"{'Elderwraith': '5', 'Corrupted Flamekeeper': '19'}",0,1
Phantom Forest : Crossroads,30,7,21,21,21,188,10099714,46056,967176,"{'Phantom Tree': '2', 'Corrupted Windreaver': '15'}",0,1
Phantom Forest : Crossroads,30,7,21,21,21,188,10099714,46056,967176,"{'Phantom Tree': '2', 'Corrupted Flamekeeper': '15'}",0,1
Phantom Forest : Bent Tree,30,12,20,21,20,188,9836440,42044,840880,"{'Corrupted Master': '4', 'Corrupted Windreaver': '8'}",0,1
NO-NAME,30,12,16,16,20,188,9836440,42044,672704,"{'Corrupted Master': '4', 'Corrupted Windreaver': '8'}",0,1
NO-NAME,24,6,13,13,21,188,9702200,40449,525837,"{'Corrupted Master': '15', 'Corrupted Flamekeeper': '6'}",1,1
Crimsonwood Mountain : Cavern of Pain,24,6,13,13,21,188,9702200,40449,525837,"{'Corrupted Master': '15', 'Corrupted Flamekeeper': '6'}",0,0
Kingdom Road : Corrupted Magic Forest 3,20,11,24,24,28,187,9366600,36461,875064,{'Corrupted Advanced Magician': '28'},0,0
Phantom Forest : Forgotten Path,30,3,14,14,21,187,9260714,36086,505204,"{'Phantom Tree': '2', 'Corrupted Master': '15'}",0,1
Kingdom Road : Forest of Sorrows 5,20,8,18,27,18,186,8996000,35149,632682,{'Permeating Vanity': '18'},0,0
Kingdom Road : Forest of Sorrows 4,20,8,18,27,18,185,8631000,33855,609390,{'Permeating Anxiety': '18'},0,0
Crimsonwood Mountain : Valley of Heroes 1,43,20,40,40,45,184,8259400,32569,1302760,{'Elderwraith': '45'},0,1
Kingdom Road : Darkness Forest 2,20,11,27,27,27,184,8615281,33809,912843,"{'Permeating Rage': '9', 'Permeating Anxiety': '10', 'Permeating Vanity': '8'}",0,0
Knight Stronghold : Knights' Chamber 5,18,13,22,29,22,184,8259400,32568,716496,{'Advanced Knight E': '22'},0,0
Kingdom Road : Forest of Sorrows 3,20,8,17,27,17,184,8259400,32569,553673,{'Permeating Rage': '17'},0,0
Polluted Sewer : Foul Glooger Habitat 3,28,9,17,17,32,184,8259400,32569,553673,{'Spine Glooger': '32'},0,0
Phantom Forest : Haunted Hill,30,7,14,14,21,184,8469857,33306,466284,"{'Phantom Tree': '2', 'Elderwraith': '15'}",0,1
Phantom Forest : Twisted Paths,30,3,14,14,20,184,8443550,33214,464996,"{'Phantom Tree': '1', 'Elderwraith': '15'}",0,1
Phantom Forest : Twisted Paths,30,3,14,14,20,184,8443550,33214,464996,"{'Phantom Tree': '1', 'Elderwraith': '15'}",0,1
Phantom Forest : Twisted Paths,30,3,14,14,20,184,8443550,33214,464996,"{'Phantom Tree': '1', 'Elderwraith': '15'}",0,1
Phantom Forest : Twisted Paths,30,3,14,14,20,184,8443550,33214,464996,"{'Phantom Tree': '1', 'Elderwraith': '15'}",0,1
Phantom Forest : Twisted Paths,30,3,14,14,20,184,8443550,33214,464996,"{'Phantom Tree': '1', 'Elderwraith': '15'}",0,1
Root Abyss : Neglected Garden,32,3,20,20,23,184,1478260,14869,297380,"{'Elite Blazing Imp': '12', 'Elite Pointy Imp': '11'}",1,1
Kingdom Road : Forest of Sorrows 2,20,8,19,27,19,183,7906000,31301,594719,{'Permeating Terror': '19'},0,0
Polluted Sewer : Foul Glooger Habitat 2,28,8,17,17,28,183,8082700,31935,542895,"{'Blob Glooger': '14', 'Spine Glooger': '14'}",0,0
Polluted Sewer : Foul Glooger Habitat 1,28,8,17,17,24,183,7906000,31301,532117,{'Blob Glooger': '24'},0,0
Brawl 'n' Bash Club : Dingy Brawl 'n' Bash Club 3,29,9,29,33,30,182,7546800,30045,871305,{'Mangy Spectral Mutt': '30'},0,0
Knight Stronghold : Knights' Chamber 4,14,10,19,19,21,182,7546800,30046,570874,{'Advanced Knight D': '21'},0,0
Kingdom Road : Forest of Sorrows 1,20,8,19,27,19,182,7546800,30045,570855,{'Permeating Solitude': '19'},0,0
Kingdom Road : Forest of Darkness 1,20,8,17,27,17,182,7736964,30709,522053,"{'Permeating Solitude': '8', 'Permeating Terror': '9'}",0,0
Brawl 'n' Bash Club : Dingy Brawl 'n' Bash Club 1,29,10,33,33,33,181,7205000,28800,950400,"{""Hazard's Grubby Crony"": '33'}",0,0
Brawl 'n' Bash Club : Dingy Brawl 'n' Bash Club 2,29,10,30,33,30,181,7375900,29422,882660,"{""Hazard's Grubby Crony"": '15', 'Mangy Spectral Mutt': '15'}",0,0
Kingdom Road : Corrupted Magic Forest 2,20,8,17,17,18,181,7205000,28800,489600,{'Corrupted Intermediate Magician': '18'},0,0
Inside the Mothership : Corridor H03,20,7,15,15,16,180,34344000,82722,1240830,{'[*] Gray Luxury Saucer': '16'},0,0
Knight Stronghold : Hall of Honor,16,14,25,25,25,180,7177904,28720,718000,"{'Advanced Knight A': '5', 'Advanced Knight B': '5', 'Advanced Knight C': '4', 'Advanced Knight D': '5', 'Advanced Knight E': '6'}",0,0
Knight Stronghold : Knights' Chamber 3,14,13,17,28,17,180,6868800,27574,468758,{'Advanced Knight C': '17'},0,0
Krakian Jungle : Excavation Site,31,9,17,17,33,180,6868800,27574,468758,{'Jr. Alien Miner': '33'},0,0
Kingdom Road : Forest of Laments 5,18,8,12,27,12,180,6868800,27574,330888,{'Burning Vanity': '12'},0,0
Phantom Forest : Crossroads,30,7,15,40,15,180,6868800,0,0,{'Mysterious Knight': '15'},1,1
Phantom Forest : Haunted Hill,30,8,14,14,15,180,6868800,0,0,{'Mysterious Monster': '15'},1,1
Black Market : Sketchy Back-Alley 3,30,9,27,27,27,179,6666400,26864,725328,{'Dangerous Nutria': '27'},0,0
Knight Stronghold : Knights' Chamber 2,18,13,18,29,18,179,6666400,26865,483570,{'Advanced Knight B': '18'},0,0
Inside the Mothership : Control Room 1,22,10,18,20,18,179,6666400,26864,483552,{'Black Robosaucer': '18'},0,0
Krakian Jungle : Sacrificial Altar,25,6,18,18,37,179,6666400,26864,483552,{'Gryphon Warrior': '37'},0,0
Krakian Jungle : Hidden Excavation Base,31,7,17,17,30,179,6666400,26865,456705,{'Jr. Alien Cog': '30'},0,0
Kingdom Road : Forest of Laments 4,18,8,14,27,15,179,6666400,26864,376096,{'Burning Anxiety': '15'},0,0
Inside the Mothership : Corridor H02,20,7,15,15,15,178,33138000,80175,1202625,"{'[*] Gray Commuter Saucer': '9', '[*] Gray Luxury Saucer': '6'}",0,0
Inside the Mothership : Corridor H01,20,7,15,15,20,178,32334000,78477,1177155,{'[*] Gray Commuter Saucer': '20'},0,0
Black Market : Sketchy Back-Alley 2,30,9,26,27,26,178,6574276,26538,689988,"{'Sketchy Hooligan': '12', 'Dangerous Nutria': '14'}",0,0
Black Market : Sketchy Back-Alley 1,30,9,26,27,26,178,6466800,26159,680134,{'Sketchy Hooligan': '26'},0,0
Kingdom Road : Scorching Forest 2,20,11,22,27,22,178,6658218,26833,590326,"{'Burning Rage': '8', 'Burning Anxiety': '7', 'Burning Vanity': '7'}",0,0
Inside the Mothership : Control Room 2,22,9,20,20,22,178,6566600,26511,530220,"{'White Robosaucer': '11', 'Black Robosaucer': '11'}",0,0
Inside the Mothership : Control Room 3,22,9,18,20,18,178,6466800,26159,470862,{'White Robosaucer': '18'},0,0
Krakian Jungle : Scorched Altar,21,7,15,15,24,178,6466800,26159,392385,{'Jungle Monkey Warrior': '24'},0,0
Kingdom Road : Forest of Laments 3,20,8,14,27,15,178,6466800,26159,366226,{'Burning Rage': '15'},0,0
NO-NAME,22,10,18,20,18,177,6270000,25551,459918,{'MT-09': '18'},0,0
Knight Stronghold : Hallowed Ground,14,10,18,19,18,177,6270000,25550,459900,{'Thunder': '18'},0,0
Kingdom Road : Forest of Laments 2,20,8,17,27,17,177,6270000,25551,434367,{'Burning Terror': '17'},0,0
Inside the Mothership : Air Vent D-4,18,8,16,16,19,177,6270000,25551,408816,{'MT-09': '19'},0,0
Krakian Jungle : Krakian Altar,21,7,15,15,30,177,6270000,25551,383265,{'Jungle Bear Warrior': '30'},0,0
Knight Stronghold : Knights' Chamber 1,14,7,11,19,11,177,6270000,25550,281050,{'Advanced Knight A': '11'},0,0
Krakian Jungle : Where the Valley Ends,21,18,24,27,24,176,6076000,24859,596616,{'Gryphon': '24'},0,0
Krakian Jungle : Where the Cliff Splits,15,23,24,24,40,176,6076000,24859,596616,{'Aggressive Gryphon': '40'},0,0
Knight Stronghold : Knight District 4,14,10,20,20,20,176,6076000,24859,497180,{'Official Knight E': '20'},0,0
Inside the Mothership : Air Vent D-3,21,8,19,19,31,176,6157354,25149,477831,"{'Mecateon': '18', 'MT-09': '13'}",0,0
Inside the Mothership : Air Vent D-2,18,8,18,18,28,176,6076000,24859,447462,{'Mecateon': '28'},0,0
Kingdom Road : Scorching Forest 1,20,9,17,27,18,176,6162222,25166,427822,"{'Burning Solitude': '10', 'Burning Terror': '8'}",0,0
Kingdom Road : Forest of Laments 1,20,8,16,27,16,176,6076000,24859,397744,{'Burning Solitude': '16'},0,0
Scrapyard : Seedy Scrapyard 3,22,10,15,24,15,176,6076000,24859,372885,{'Foul Ooze Waste': '15'},0,0
Knight Stronghold : Armory 2,14,11,15,15,24,175,29589166,72872,1093080,"{'[*] Official Knight D': '10', '[*] Official Knight E': '14'}",0,0
Scrapyard : Seedy Scrapyard 2,22,8,21,24,21,175,5994057,24565,515865,"{'Prickly Hedgehog': '9', 'Foul Ooze Waste': '12'}",0,0
Krakian Jungle : Excavated Jungle,31,10,21,21,38,175,5884800,24173,507633,{'I.AM.ROBOT': '38'},0,0
Kingdom Road : Corrupted Magic Forest 1,20,11,19,24,19,175,5884800,24173,459287,{'Corrupted Basic Magician': '19'},0,0
Scrapyard : Seedy Scrapyard 1,22,9,19,24,19,175,5884800,24173,459287,{'Prickly Hedgehog': '19'},0,0
Krakian Jungle : Monkey Valley,28,10,19,19,41,175,5884800,24173,459287,{'Violent Jungle Monkey': '41'},0,0
Knight Stronghold : Hallowed Ground,14,9,17,17,17,175,5884800,24171,410907,{'Night': '17'},0,0
Inside the Mothership : Corridor 202,20,7,14,18,21,175,5884800,24173,338422,{'Gray Luxury Saucer': '21'},0,0
Krakian Jungle : Krakian Jungle Path,23,11,12,12,37,175,5884800,24173,290076,{'Mighty Maple Eater': '37'},0,0
Knight Stronghold : Knight District 3,15,11,19,21,21,174,5696400,23495,446405,{'Official Knight D': '21'},0,0
Inside the Mothership : Corridor 203,20,7,18,18,23,174,5754713,23703,426654,"{'Gray Commuter Saucer': '8', 'Gray Luxury Saucer': '15'}",0,0
Kingdom Road : Forest of Pain 5,20,8,16,27,16,174,5696400,23495,375920,{'Frozen Vanity': '16'},0,0
Krakian Jungle : Krakian Jungle Ruins,25,10,13,13,30,174,5696400,23495,305435,{'Sinister Jungle Monkey': '30'},0,0
Zipangu : Ninja Castle Long Corridor <The>,25,7,11,11,26,173,23000000,66654,733194,"{'Sakura Chunin': '13', 'Sakura Kunoichi': '13'}",1,1
Inside the Mothership : Corridor 204,20,7,18,18,21,173,5510800,22823,410814,{'Gray Commuter Saucer': '21'},0,0
Knight Stronghold : Hallowed Ground,15,9,18,18,18,173,5510800,22822,410796,{'Wind': '18'},0,0
Kingdom Road : Freezing Forest 2,20,8,17,27,17,173,5511788,22853,388501,"{'Frozen Rage': '6', 'Frozen Anxiety': '5', 'Frozen Vanity': '6'}",0,0
Kingdom Road : Forest of Pain 4,20,8,14,27,14,173,5510800,22823,319522,{'Frozen Anxiety': '14'},0,0
Krakian Jungle : Krakian Jungle Entrance,25,9,13,13,21,173,5510800,22823,296699,{'Krakia Jungle Bug': '21'},0,0
Zipangu : Phantom's Room,8,3,3,3,5,173,23300000,83678,251034,"{'Sakura Jonin': '1', 'Sakura Ninto': '2', 'Sakura Kunoichi': '2'}",1,1
Zipangu : Phantom's Room,8,3,3,3,6,173,23000000,82771,248313,"{'Sakura Jonin': '3', 'Sakura Ashigaru': '3'}",1,1
Knight Stronghold : Armory 1,14,11,17,17,26,172,27490153,68454,1163718,"{'[*] Official Knight C': '14', '[*] Official Knight D': '12'}",0,0
Zipangu : Castle Corridor,25,7,11,11,37,172,22500000,81235,893585,"{'Sakura Jonin': '28', 'Sakura Ninto': '9'}",0,1
Zipangu : Castle Corridor,25,7,11,11,35,172,22500000,81235,893585,"{'Sakura Jonin': '25', 'Sakura Ninto': '9', 'Sakura Musha': '1(39600)'}",0,1
Masteria : City Outskirts 3,23,11,27,27,45,172,5328000,22238,600426,{'Boomer': '45'},0,0
Knight Stronghold : Knight District 2,15,11,18,20,18,172,5328000,22238,400284,{'Official Knight C': '18'},0,0
Kingdom Road : Forest of Pain 3,20,8,17,27,17,172,5328000,22238,378046,{'Frozen Rage': '17'},0,0
Zipangu : Phantom's Room,8,3,3,3,6,172,22500000,81235,243705,"{'Sakura Jonin': '3', 'Sakura Ninto': '3'}",1,1
Zipangu : Ninja Castle Long Corridor <Daimyo>,26,8,12,12,41,171,22451219,63799,765588,"{'Sakura Genin': '10', 'Sakura Chunin': '12', 'Sakura Jonin': '9', 'Sakura Kunoichi': '10'}",1,1
Zipangu : Castle Corridor,25,7,11,11,43,171,22034883,64830,713130,"{'Sakura Genin': '10', 'Sakura Chunin': '10', 'Sakura Jonin': '13', 'Sakura Ninto': '10'}",0,1
Zipangu : Ninja Castle Long Corridor <Identity>,25,7,11,11,25,171,22060000,56701,623711,"{'Sakura Genin': '18', 'Sakura Ashigaru': '7'}",1,1
Zipangu : Castle Corridor,21,8,9,9,41,171,22451219,63799,574191,"{'Sakura Genin': '10', 'Sakura Chunin': '12', 'Sakura Jonin': '9', 'Sakura Kunoichi': '10'}",0,1
Masteria : City Outskirts 2,23,11,24,24,45,171,5148000,21579,517896,{'Street Slime': '45'},0,0
Inside the Mothership : Corridor 103,20,7,18,18,23,171,5148000,21579,388422,{'Ultra Gray': '23'},0,0
Knight Stronghold : Hallowed Ground,14,9,18,18,18,171,5148000,21578,388404,{'Blaze': '18'},0,0
Kingdom Road : Forest of Pain 2,20,8,17,27,17,171,5148000,21579,366843,{'Frozen Terror': '17'},0,0
Zipangu : Inside the Castle Gate,30,15,23,23,39,170,21500000,45965,1057195,{'Sakura Genin': '39'},0,0
Zipangu : Ninja Castle Long Corridor <The>,26,7,12,12,23,170,21500000,45965,551580,{'Sakura Genin': '23'},1,1
Masteria : City Outskirts 1,32,12,26,26,36,170,4970800,20927,544102,{'Urban Fungus': '36'},0,0
Zipangu : Ninja Castle Long Corridor <Of>,25,7,11,11,21,170,21500000,45965,505615,{'Sakura Chunin': '21'},1,1
Kingdom Road : Freezing Forest 1,20,8,18,27,18,170,5059400,21253,382554,"{'Frozen Solitude': '9', 'Frozen Terror': '9'}",0,0
Kingdom Road : Forest of Pain 1,20,8,18,27,18,170,4970800,20927,376686,{'Frozen Solitude': '18'},0,0
Zipangu : Parlor,24,5,13,15,15,170,6518600,24197,314561,"{'Yakuza Shotcaller': '13', 'Yakuza Underboss': '1(600)', 'Yakuza Officer': '1'}",1,1
Zipangu : Phantom's Room,8,3,3,3,5,170,21700000,53019,159057,"{'Sakura Genin': '2', 'Sakura Chunin': '2', 'Sakura Jonin': '1'}",1,1
Knight Stronghold : Second Drill Hall,15,12,20,20,32,169,24043062,61079,1221580,"{'[*] Official Knight A': '15', '[*] Official Knight B': '17'}",0,0
Inside the Mothership : Corridor 101,20,7,18,18,29,169,4796400,20280,365040,{'Barnard Gray': '29'},0,0
Knight Stronghold : Hallowed Ground,14,9,15,15,16,169,4796400,20280,304200,{'Dawn': '16'},0,0
Knight Stronghold : First Drill Hall,15,15,26,26,49,168,23971346,60928,1584128,"{'[*] Official Knight A': '25', '[*] Official Knight B': '24'}",0,0
Knight Stronghold : Knight District 1,14,9,21,21,21,168,4773085,20235,424935,"{'Official Knight A': '12', 'Official Knight B': '9'}",0,0
Ravaged Forest : Dreamy Forest Trail,25,11,14,24,14,168,4624800,19716,276024,{'Mutant Ribbon Pig': '14'},0,0
Zipangu : Finance of Flaming Raccoon,22,5,11,23,12,168,3193827,20754,228294,{'Yakuza Lieutenant': '12'},1,1
Knight Stronghold : Stronghold Entrance,16,3,5,8,5,168,4624800,16431,82155,{'Official Knight A': '5'},0,1
Zipangu : Nightmare's End,16,4,3,7,3,168,4209542,20255,60765,"{'Yakuza Enforcer': '1', 'Yakuza Lieutenant': '1', 'Yakuza Shotcaller': '1'}",1,1
Omega Sector : Boswell Field III,24,9,20,21,20,167,4464000,19084,381680,{'Plateon': '20'},0,0
Ravaged Forest : Suspicious Hill,20,10,18,18,18,167,4497633,19226,346068,"{'Mutant Slime': '7', 'Mutant Ribbon Pig': '11'}",0,0
Dark Ereve : Mutant Tiguru Forest,16,9,15,15,15,167,4464000,19083,286245,{'Mutant Tiguru': '15'},0,0
Ravaged Forest : Hill North of Henesys Ruins,26,14,25,33,25,166,4297800,18457,461425,{'Mutant Slime': '25'},0,0
Zipangu : Parking Lot,33,6,23,23,25,166,4464000,19084,438932,{'Yakuza Enforcer': '25'},1,1
Zipangu : Showa Street 3,37,9,18,24,20,166,4464000,19084,343512,{'Yakuza Enforcer': '20'},0,0
Omega Sector : Boswell Field IV,19,10,16,16,16,166,4323125,18570,297120,"{'Mateon': '7', 'Plateon': '9'}",0,0
Omega Sector : Boswell Field II,19,8,14,16,17,166,4350352,18669,261366,"{'Mateon': '6', 'Plateon': '11'}",0,0
Dimensional Schism : Distorted Temple of Time 2,31,3,8,8,15,166,4297800,18457,147656,{'Corrupted Guardian Trainee': '15'},1,1
Time Lane : Detour to Oblivion 4,20,14,16,19,16,165,20905125,54080,865280,"{'[*] Eye of Time': '1', '[*] Oblivion Guardian': '3', '[*] Chief Oblivion Guardian': '12'}",0,0
Omega Sector : Boswell Field I,24,10,16,21,16,165,4142000,17910,286560,{'Mateon': '16'},0,0
Dark Ereve : Mutant Tiru Forest,15,11,15,15,15,165,4142000,17910,268650,{'Mutant Tiru': '15'},0,0
Singing Mushroom Forest Ruins : Creepy Humming Forest Trail,15,13,16,18,16,164,3981200,17297,276752,{'Mutant Orange Mushroom': '16'},0,0
Singing Mushroom Forest Ruins : Dark Spore Hill,14,11,15,15,15,164,3981200,17297,259455,{'Mutant Orange Mushroom': '15'},0,0
Dimensional Schism : Distorted Temple of Time 1,31,3,8,8,15,164,3981200,17297,138376,{'Corrupted Chief Memory Guardian': '15'},1,1
Time Lane : Detour to Oblivion 3,28,7,13,20,13,163,19442923,50852,661076,"{'[*] Eye of Time': '2', '[*] Oblivion Guardian': '11'}",0,0
Zipangu : Showa Street 2,28,6,21,21,22,163,2650505,18045,378945,"{'Yakuza Grunt': '10', 'Yakuza Bruiser': '12'}",0,0
Dark Ereve : Mutant Tino Forest,17,9,21,21,21,163,3823200,16759,351939,{'Mutant Tino': '21'},0,0
Zipangu : Creepy Bridge,37,6,11,15,11,163,6104972,25212,277332,"{'Green Boogie': '1', 'Kappa': '5', 'Dark Night Samurai': '5'}",0,0
Stone Colossus Innards : Inside the Stone Colossus 3,27,7,15,27,15,163,3823200,16759,251385,{'Corrupted Rock Spirit': '15'},0,0
Commerci Republic : Sospetto Forest Walking Path,15,8,6,6,9,163,720000,8057,48342,{'Nightpriest Assassin': '9'},0,0
Kerning Tower : 6F Hair Salons <4>,26,9,23,23,27,162,18375000,48474,1114902,{'[*] Harried Hair Roller': '27'},0,0
Kerning Tower : 6F Hair Salons <5>,24,9,21,21,27,162,18375000,48474,1017954,{'[*] Peeved Perm Machine': '27'},0,0
Henesys Ruins : Henesys Ruins Park,28,11,25,25,25,162,3675000,16158,403950,{'Mutant Snail': '25'},0,0
Henesys Ruins : Henesys Ruins Market,28,8,21,21,21,162,3675000,16158,339318,{'Mutant Snail': '21'},0,0
Stone Colossus Innards : Inside the Stone Colossus 1,27,8,18,26,18,162,3675000,16158,290844,{'Polluted Rock Spirit': '18'},0,0
Stone Colossus Innards : Inside the Stone Colossus 2,27,7,15,26,15,162,3783680,16598,248970,"{'Polluted Rock Spirit': '4', 'Corrupted Rock Spirit': '11'}",0,0
Commerci Republic : Sospetto Forest Crossroads,22,9,10,10,11,162,700000,7861,78610,{'Nightwhip Assassin': '11'},0,0
Time Lane : Detour to Oblivion 2,20,13,21,22,21,161,18304571,48314,1014594,"{'[*] Eye of Time': '1', '[*] Oblivion Monk Trainee': '20'}",0,0
Kerning Tower : 5F Cosmetics Shops <4>,25,8,19,21,19,161,17612000,46692,887148,{'[*] Deadly Dressing Table': '19'},0,0
Kerning Tower : 5F Cosmetics Shops <5>,24,8,19,19,19,161,17612000,46692,887148,{'[*] Killer Cosmetics': '19'},0,0
Commerci Republic : Sospetto Forest Heart,14,12,14,15,14,161,17857142,26939,377146,"{'Nightcutter Assassin': '4', 'Nightwhip Assassin': '6', 'Nightpriest Assassin': '4'}",0,1
